暫定ID,タイトル,ステージ,難易度,書誌URL,1ページ目URL,コマ数,請求番号,文書番号,コンテンツデータURL,主題別,資料種別,災害種別,災害名（地震・津波）,画像データ有無,コレクション名1,タイトル,タイトル（かな）,頁数,大きさ,出版社等,出版年（西暦年月日）,キーワード,備考,刊行方式,地域,請求番号,文書番号,ID,緯度,経度,緯度2,経度2,著者等,災害年（和暦年月日）,災害年（西暦年月日）,災害年（西暦年月日）データ,災害年（西暦年月日）終了,災害年（西暦年月日）終了データ,地名,災害名（火山）,既刊史料集,所蔵元
L000405,凶荒図録　完,5,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000405,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/011/000011446.jpg,34,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000405,11.その他,03.文書,,,有,01.和古書類,凶荒図録　完,きょうこうずろく　かん,43（含表紙）,22.8×15.6,同好社　蔵版,,,和綴　1冊　絵図あり　序（明治18年5月中浣従五位野村賀真）あり　跋（従五位勝間田稔）あり　目次あり　天保7年・天明4年九州・享保17年西国・天明3年奥州・天明6年・天保年間など日本各地の飢饉についての内容、明治17年8月の内容もあり　巻末に「救荒草木一覧・有毒草木一覧」を附す,木版（多色刷）,60.全国（諸国）,01.013-2,2484,L000405,,,,,,,,,,,,,,東京大学地震研究所図書室
L000413,嘉永三戌年二月五日　焼場方角案内記,5,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000413,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/010/000010880.jpg,11,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000413,04.火事,02.古文書,,,有,01.和古書類,嘉永三戌年二月五日　焼場方角案内記,かえいさんいぬのとしにがついつか　やけばほうがくあんないき,7（除表紙）,18.3×12.0,,,,和綴　1冊　嘉永3年2月5日江戸大火、江戸焼場附・火消し組の名鑑　絵図あり,木版,15.東京,01.014-2,2535,L000413,,,,,,嘉永3年,,,,,江戸,,,東京大学地震研究所図書室
L000414,安政二卯十月二日大地震附類焼場所,5,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000414,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/026/000026388.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000414,01.地震04.火事,04.災害絵地図,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,安政二卯十月二日大地震附類焼場所,あんせいにうのじゅうがつふつかおおじしんづけるいしょうばしょ,1,49.7×73.7（折畳：25.0×18.5）,,,,一枚物　1鋪　安政江戸地震の被害状況についての瓦版　絵図あり　文書番号12502，地震学教室62，地震学教室68と同じ、文書番号8222はこの絵図の復刻版,木版（多色刷）,15.東京,01.013-1,2536,L000414,,,,,,安政2年10月2日,,,,,北：（千住）大はし・東叡山寛永寺・小石川・小日向　南：麻布・三田　東：亀戸村・深川　西：市ヶ谷・四谷,,,東京大学地震研究所図書室
L000416,安政二年十月二日大地震并出火場所方角巨細,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000416,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003462.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000416,01.地震04.火事,04.災害絵地図,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,安政二年十月二日大地震并出火場所方角巨細,あんせいにねんじゅうがつふつかおおじしんならびにしゅっかばしょほうがくこさい,1,49.6×72.3（折畳：25.0×18.2）,,,,一枚物　1鋪　安政江戸地震の被害状況についての瓦版　絵図あり,木版（多色刷）,15.東京,01.013-1,2538,L000416,35.689488,139.691706,35.689488,139.691706,,安政2年10月2日,,,,,北：（千住）大はし・東叡山寛永寺・小石川　南：麻布・三田　東：亀戸・深川　西：市ヶ谷・四谷,,,東京大学地震研究所図書室
L000417,嘉永七寅年六月十四日上方筋大地震ニ付、定飛脚問屋島屋佐右エ門、京屋弥兵衛より申出候書付写,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000417,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/010/000010890.jpg,12,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000417,01.地震04.火事,02.古文書,01.地震・津波,235.伊賀上野地震（安政元年6月15日）[1854年7月9日],有,01.和古書類,嘉永七寅年六月十四日上方筋大地震ニ付、定飛脚問屋島屋佐右エ門、京屋弥兵衛より申出候書付写,かえいしちとらのとしろくがつじゅうよっかかみがたすじおおじしんにつき、じょうびきゃくどんやしまやさえもん、きょうややへえよりもうしいでそうろうかきつけうつし,8（除表紙）,23.6×16.5,,,,和綴　1冊　安政元年6月15日伊賀上野地震について、同年6月11日柏木淀橋水車小屋爆発一件についてもあり,筆写本,15.東京28.愛知（尾張．三河）29.三重（伊勢．伊賀．志摩）31.滋賀（近江）32.京都（山城．丹波．丹後）33.大阪（摂津．和泉．河内）35.奈良（大和）,01.014-2,2539,L000417,,,,,,嘉永7年,,,,,,,,東京大学地震研究所図書室
L000418,ぢしんの辨,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000418,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003463.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000418,01.地震03.津波,04.災害絵地図,01.地震・津波,"237.238.安政東南海地震（安政元年11月4,5日）[1854年12月23,24日]245.安政江戸地震（安政2年10月2日）［1855年11月11日］",有,01.和古書類,ぢしんの辨,じしんのべん,1,50.3×37.0（折畳：21.2×18.5）,,,,一枚物　1鋪　地震虫の絵、安政東南海地震・安政江戸地震の被害地域を色付けしてある　絵図あり,木版（多色刷）,60.全国（諸国）,01.013-1,2540,L000418,,,,,,安政2年10月2日,,,,,,,,東京大学地震研究所図書室
L000420,摂刕大坂天保山御固繪図　嘉永七寅年九月魯西亜舩渡来之節,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000420,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003464.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000420,11.その他,02.古文書,,,有,01.和古書類,摂刕大坂天保山御固繪図　嘉永七寅年九月魯西亜舩渡来之節,せっしゅうおおさかてんぽうざんおかためえず　かえいしちとらのとしくがつろしあせんとらいのせつ,1,22.8×47.6（折畳：18.0×12.0）,,,,一枚物　1鋪　絵図あり（彩色）,木版（彩色）,33.大阪（摂津．和泉．河内）,01.014-3,Jan-42,L000420,34.686297,135.519661,34.686297,135.519661,,,,,,,天保山,,,東京大学地震研究所図書室
L000421,[安政東南海地震に関する絵図],6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000421,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003465.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000421,01.地震03.津波04.火事,04.災害絵地図,01.地震・津波,"237.238.安政東南海地震（安政元年11月4,5日）[1854年12月23,24日]",有,01.和古書類,[安政東南海地震に関する絵図],[あんせいとうなんかいじしんにかんするえず],1,22.3×98.0（折畳：22.3×16.4）,,,,一枚物　1鋪　安政東南海地震の災害絵地図か　絵図あり（彩色）,木版（彩色）,16.神奈川（相模）24.山梨（甲斐）27.静岡（駿河．遠江．伊豆）,01.014-3,Feb-42,L000421,,,,,,嘉永7年11月4日,,,,,,,,東京大学地震研究所図書室
L000423,江戸前かばやき鯰大火場焼,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000423,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003466.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000423,01.地震04.火事,01.鯰絵,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,江戸前かばやき鯰大火場焼,えどまえかばやきなまずおおかばやき,1,35.5×24.8,,,,折本装　漢字仮名混じり文あり、ルビ付　（No.58）,木版（多色刷）,15.東京,1.037,2544,L000423,35.689488,139.691706,35.689488,139.691706,,安政2年,,,,,,,,東京大学地震研究所図書室
L000424,[安政江戸地震に関する瓦版],6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000424,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003467.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000424,01.地震04.火事,02.古文書,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,[安政江戸地震に関する瓦版],[あんせいえどじしんにかんするかわらばん],1,37.0×51.2（折畳：20.1×12.9）,,,,一枚物　1鋪　絵図あり（墨・朱二色刷）,木版（色刷）,15.東京,01.014-3,2545-i,L000424,35.689488,139.691706,35.689488,139.691706,,安政2年10月2日,,,,,江戸,,,東京大学地震研究所図書室
L000426,大悦大變競・盛衰競,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000426,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003468.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000426,01.地震03.津波04.火事05.洪水06.暴風雨11.その他,02.古文書,01.地震・津波,"228.善光寺地震（弘化4年3月24日）［1847年5月8日］234.小田原地震（嘉永6年2月2日）[1853年3月11日]235.伊賀上野地震（安政元年6月15日）[1854年7月9日]237.238.安政東南海地震（安政元年11月4,5日）[1854年12月23,24日]245.安政江戸地震（安政2年10月2日）［1855年11月11日］",有,01.和古書類,大悦大變競・盛衰競,たいえつたいへんくらべ・せいすいくらべ,1,51.0×37.0（折畳：21.1×18.5）,,,,一枚物　1紙　天保～文久年間の災害見立番付の瓦版,木版,60.全国（諸国）,01.014-3,2710,L000426,,,,,,,,,,,,,,東京大学地震研究所図書室
L000427,當時見立町盡三幅對初編,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000427,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003469.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000427,11.その他,02.古文書,,,有,01.和古書類,當時見立町盡三幅對初編,とうじみたてまちづくしさんぶくついしょへん,1,37.1×52.0（折畳：20.1×13.0）,,,,一枚物　1紙　世相を江戸の町に見立てた瓦版,木版,15.東京,01.014-3,2711,L000427,,,,,,,,,,,江戸,,,東京大学地震研究所図書室
L000428,淀川大坂堺大火細見　本しらべ,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000428,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003470.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000428,04.火事,04.災害絵地図,,,有,01.和古書類,淀川大坂堺大火細見　本しらべ,よどがわおおさかさかいたいかさいけん　ほんしらべ,1,37.5×50.6（折畳：20.3×12.7）,,,,一枚物　1紙　慶応4年正月3日、同7日、9日～11日の火事についての瓦版　絵図あり　文書番号1927は同じ絵図だが版が違う,木版（多色刷）,33.大阪（摂津．和泉．河内）,01.014-3,2712,L000428,34.721026,135.486711,34.538545,135.559833,,慶応4年1月,,,,,（淀川・堺・大阪）,,,東京大学地震研究所図書室
L000430,大阪大火極細吟本しらべ,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000430,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003471.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000430,04.火事,04.災害絵地図,,,有,01.和古書類,大阪大火極細吟本しらべ,おおさかたいかきわまりさいぎんほんしらべ,1,44.3×32.4（折畳：22.2×16.2）,,,,一枚物　1紙　安政5年2月25日の大阪大火についての瓦版　絵図あり（墨・赤二色刷）,木版（色刷）,33.大阪（摂津．和泉．河内）,01.014-3,2714,L000430,34.686297,135.519661,34.686297,135.519661,,安政5年2月25日,,,,,（北：道とんほり川　南：千日　東：新ち　西：てつげんじ）,,,東京大学地震研究所図書室
L000431,京都大火大功記十段目祓文句,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000431,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003472.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000431,04.火事,02.古文書,,,有,01.和古書類,京都大火大功記十段目祓文句,きょうとたいかたいこうきじゅうだんめはらいもんく,1,30.3×41.9（折畳：18.3×10.5）,,,,一枚物　1紙　幕末期の京都市中の混乱についての瓦版　絵図あり（墨・赤二色刷）,木版（色刷）,32.京都（山城．丹波．丹後）,01.014-3,2715,L000431,35.011636,135.768029,35.011636,135.768029,,,,,,,,,,東京大学地震研究所図書室
L000432,京都大火極本しらべ,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000432,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003473.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000432,04.火事,04.災害絵地図,,,有,01.和古書類,京都大火極本しらべ,きょうとたいかきわまりほんしらべ,1,32.1×46.8（折畳：20.2×11.7）,,,,一枚物　1紙　安政5年6月4日京都の火事についての瓦版、6月5日朝仕立便　「明治三十九年酉年の歳まで四十九年ニナル」と書き入れあり　絵図あり,木版（多色刷）,32.京都（山城．丹波．丹後）,01.014-3,2716,L000432,34.991268,135.75878,34.991268,135.75878,,安政5年6月4日,,,,,（東本願寺周辺）,,,東京大学地震研究所図書室
L000433,流行一口文句なぞなぞ,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000433,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003474.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000433,01.地震04.火事,01.鯰絵,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,流行一口文句なぞなぞ,りゅうこうひとくちもんくなぞなぞ,1,17.3×23.0,,,,折本装　安政江戸地震についての瓦版,木版,15.東京,1.037,Jan-17,L000433,35.689488,139.691706,35.689488,139.691706,情談舎 なまづ 戯述,安政2年,,,,,,,,東京大学地震研究所図書室
L000434,地震出火　例のおわらひ,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000434,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003475.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000434,01.地震04.火事,01.鯰絵,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,地震出火　例のおわらひ,じしんしゅっか　れいのおわらい,1,17.3×23.1,,,,折本装　安政江戸地震についての瓦版,木版,15.東京,1.037,Feb-17,L000434,35.689488,139.691706,35.689488,139.691706,悟要人 諸家 戯作,安政2年,,,,,,,,東京大学地震研究所図書室
L000435,地震出火　再度目のお笑ひ,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000435,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003476.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000435,01.地震04.火事,01.鯰絵,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,地震出火　再度目のお笑ひ,じしんしゅっか　にどめのおわらい,1,17.3×23.0,,,,折本装　安政江戸地震についての瓦版ヵ,木版,15.東京,1.037,Mar-17,L000435,35.689488,139.691706,35.689488,139.691706,太平堂 おさ丸 述,安政5年,,,,,,,,東京大学地震研究所図書室
L000436,家苦はらい,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000436,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003477.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000436,05.洪水06.暴風雨,01.鯰絵,,,有,01.和古書類,家苦はらい,やくはらい,1,17.2×23.0,,,,折本装　大地震の翌年（安政3年ヵ）8月25日に起きた暴風雨・洪水についての瓦版,木版,,1.037,Apr-17,L000436,35.689488,139.691706,35.689488,139.691706,風雷散人 戯述,安政3年,,,,,,,,東京大学地震研究所図書室
L000437,大合戦圖,6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000437,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003478.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000437,01.地震,01.鯰絵,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,大合戦圖,だいかっせんず,3,34.6×24.1,,,,折本装　横三枚組のうちの左端　文章無し　（No. 133）　文書番号2719の異版（背景の色などが異なる）,木版（多色刷）,15.東京,1.037,Jan-18,L000437,35.689488,139.691706,35.689488,139.691706,,安政2年,,,,,,,,東京大学地震研究所図書室
L000438,[面白くあつまる人が],6,,http://wwweic.eri.u-tokyo.ac.jp/dl/meta_pub/G0000002erilib_L000438,http://wwweic.eri.u-tokyo.ac.jp/dl/cont/01/G0000002erilib/000/003/000003479.jpg,2,,,http://wwweic.eri.u-tokyo.ac.jp/dl/contents/api_contents?IS_DBID=G0000002erilib&amp;IS_RKEY_1=L000438,01.地震,01.鯰絵,01.地震・津波,245.安政江戸地震（安政2年10月2日）［1855年11月11日］,有,01.和古書類,[面白くあつまる人が],[おもしろくあつまるひとが],1,34.7×25.1,,,,折本装　漢字仮名混じり文あり、ルビ付、「地震動珍禄」の名あり　（No. 104「（面白くあつまる人が寄たかり）」）,木版（多色刷）,15.東京,1.037,Feb-18,L000438,35.689488,139.691706,35.689488,139.691706,,安政2年,,,,,,,,東京大学地震研究所図書室
